Sr No ,Category ,Sub Category,Product Name,Product Code,Product url,SKU,MRP,Sale Price,GST,Transfer Rate,Shipping,Margin,Discount,Keyword,Meta Description,Short Description,Canonical tag,Seller Name,Seller Code,Bachat Gat,ULB/City,Contact Person,Mobile No.,Email,Product Status
151,Food and Drinks,Instant Food,Shawlet Caramel Chocolate-CH00003,CH00003,https://udyoginimart.com/product-home/shawlet-caramel-chocolate,100 gm,200,150,0,112.5,0,25,25,Shawlet Caramel Chocolate,Shawlet Caramel Chocolate,"Enjoy our Milk Chocolate Truffles filled with creamy caramel centers, a decadent treat for any chocolate lover. These 15 bite-sized cuboid treats, weighing approximately 7.5 grams each, are individually packed for a fresh experience every time.",,Shawlet,,Apurva MBG,Satara,Vandana Phalane,7588384084,,y
152,Gifting and Accessories,Bamboo Art,Handcrafted Mandir,SF02,https://udyoginimart.com/product-home/handcrafted-mandir,Qty,700,750,0,562,0,25.07,-7.14,Handcrafted Mandir,Handcrafted Mandir,"Discover serenity in miniature with this exquisite small wooden temple, meticulously crafted to bring a touch of tranquility to your home or office space.",,Yashodeep MBG,,Yashodeep MBG,Satara,Savita Kulkarni,9922274045,,y
153,Pooja Samgri,Pooja Dhoop Agarbatti,Kesar Chandan Sugandhi Agarbatti,KCS01,https://udyoginimart.com/product-home/kesar-chandan-sugandhi-agarbatti,Qty,50,20,0,0,0,0,0,Kesar Chandan Sugandhi Agarbatti,Kesar Chandan Sugandhi Agarbatti,Kesar Chandan Sugandhi Agarbatti. Immerse yourself in a world of refined tranquility with Kesar Chandan Sugandhi Agarbatti.,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,n
154,Gifting and Accessories,Bamboo Art,Handcrafted Bullock Cart,SF01,https://udyoginimart.com/product-home/handcrafted-bullock-cart,Qty,500,260,0,190,0,26.92,48,Handcrafted Bullock Cart,Handcrafted Bullock Cart,"Discover the timeless charm of our Wooden Bull-Cart Showpiece, meticulously crafted to bring rustic elegance into your home decor.",,Yashodeep MBG,,Yashodeep MBG,Satara,Savita Kulkarni,9922274045,,y
155,Home Decor,Mud Items,Tulsi Pot,6666-1,https://udyoginimart.com/product-home/tulsi-pot,Qty,100,50,0,35,0,30,50,Tulsi Pot,Tulsi Pot,"Introducing our small-size Tulashi Vrindavan, made from clay, best for use as a showpiece. This elegant piece is designed to convey a hint of spiritual grace and conventional allure to any space.",,Parijat MBG,,Parijat MBG.,Satara,Rajeshri Kumbhar,9922900720,,y
156,Home Decor,Mud Items,Pot Painting 5 Pice,6666-2,https://udyoginimart.com/product-home/pot-painting-5-pic,Qty,100,100,0,80,0,20,0,Pot Painting,Pot Painting,"Clay pots are traditional, handcrafted containers made from natural clay. This handcrafted clay pot features a vibrant red finish complemented by charming gold leaf accents that add a touch of elegance to its rustic charm.",,Parijat MBG,,Parijat MBG.,Satara,Rajeshri Kumbhar,9922900720,,y
157,Home Decor,Mud Items,Curd Pot,6666-6,https://udyoginimart.com/product-home/curd-pot,Qty,150,120,0,80,0,33.33,20,Curd Pot,Curd Pot,"Enhance your culinary experience with our traditional Handcrafted Earthen Pot, perfect for storing and setting curd. Made from natural clay, this pot ensures your curd stays fresh and flavorful, preserving its rich, creamy texture.",,Parijat MBG,,Parijat MBG.,Satara,Rajeshri Kumbhar,9922900720,,y
158,Bags and Luggage,HandCrafted Bags,Hand Bag with Digital Print,BG01,https://udyoginimart.com/product-home/hand-bag-with-digital-print,Qty,150,99,0,0,0,0,0,Hand Bag with Digital Print,Hand Bag with Digital Print,It is a convenient hand bag for both casual and festive occasions.,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
,,,,,,,,,,,,,,,,It is made of Polyester and contains computerised antique print.,,,,,,,,,
,,,,,,,,,,,,,,,,"Light weight, eco-friendly, and durable. It features 1 inside pocket, 1 rear pocket.",,,,,,,,,
159,Bags and Luggage,HandCrafted Bags,Hand Made Bag,S02,https://udyoginimart.com/product-home/hand-made-bag,Qty,500,475,0,350,0,26.32,5,Hand Made Bag,Hand Made Bag,Hand Made Bag - Discover a harmonious blend of style and functionality with our exquisite handcrafted handbag.,,Saheli MBG,,Saheli MBG,Satara,Shubhangi Mane,9637223583,,y
160,Bags and Luggage,HandCrafted Bags,Green Carry Bag,,https://udyoginimart.com/product-home/green-carry-bag,Qty,150,99,0,0,0,0,0,Green Carry Bag,Green Carry Bag,Green Carry Bag,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,n
161,Food and Drinks,Spices and Masala,Maratha Masala,A03,https://udyoginimart.com/product-home/maratha-masala,200gm,150,140,0,110,0,21.43,6.67,Maratha Masala,Maratha Masala,"Elevate your culinary creations with our All-Purpose Masala Blend, a versatile seasoning mix crafted to enhance the flavor of any dish.",,Rajdhani Mahila Bachat Gat,,Rajdhani MBG,Satara,Amita Bhagwat,9890296555,,y
162,Food and Drinks,Spices and Masala,Chicken Gravy,RTC03,https://udyoginimart.com/product-home/chicken-gravy,25gm,30,30,0,21,0,30,0,Chicken Gravy Masala,Chicken Gravy Masala,"Transform your chicken dishes into gourmet experiences with our Chicken Gravy Masala, a premium spice blend designed to elevate the flavor and richness of your gravies and sauces.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
163,Food and Drinks,Spices and Masala,Biryani Premix,RTC01,https://udyoginimart.com/product-home/biryani-premix,25gm,30,30,0,21,0,30,0,Biryani Premix,Biryani Premix,"Unlock the rich, aromatic flavors of traditional biryani with our Biryani Pre-Mix, designed to bring the essence of this beloved dish right to your kitchen.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
164,Food and Drinks,Spices and Masala,Kadhai Paneer,RTC02,https://udyoginimart.com/product-home/kadhai-paneer,25gm,30,30,0,21,0,30,0,Kadhai Paneer,Kadhai Paneer,"Specially formulated to capture the essence of a classic Kadhai Paneer, this premium premix brings the rich, spicy flavors of this beloved dish right to your kitchen, making it easier than ever to prepare a delicious and authentic meal.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
165,Food and Drinks,Spices and Masala,Veg Pulav Masala,RM12,https://udyoginimart.com/product-home/veg-pulav-masala,50gm,60,60,0,42,0,30,0,Veg Pulav Masala,Veg Pulav Masala,"Transform your everyday vegetable rice into a fragrant, flavorful feast with our Veg Pulao Masala.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
166,Food and Drinks,Spices and Masala,Mutton Handi Gravy Premix,RTC04,https://udyoginimart.com/product-home/mutton-handi-masala,25gm,30,30,0,21,0,30,0,Mutton Handi Masala,Mutton Handi Masala,"Elevate your cooking with our Mutton Handi Gravy Premix, a premium spice blend crafted to deliver the rich, complex flavors of traditional Mutton Handi right to your kitchen.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
167,Food and Drinks,Spices and Masala,Dal Makhani Pre-Mix,DMM01,https://udyoginimart.com/product-home/dal-makhani-pre-mi,Qty,100,50,0,0,0,0,0,Dal Makhani Masala,Dal Makhani Masala,"Elevate your culinary experience with our Dal Makhani Pre-Mix, a premium blend designed to bring the rich, velvety flavors of traditional Indian cuisine right to your kitchen with unmatched ease.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
168,Food and Drinks,Instant Food,Shawlet Gulkand Chocolate-CH00001,CH00001,https://udyoginimart.com/product-home/shawlet-gulkand-chocolate,100 gm,200,150,0,112.5,0,25,25,Shawlet Gulkand Chocolate,Shawlet Gulkand Chocolate,"Introducing our versatile chocolate mix, perfect for the whole family.",,Shawlet,,Apurva MBG,Satara,Vandana Phalane,7588384084,,y
,,,,,,,,,,,,,,,,"Blending the richness of dark and milk chocolates,",,,,,,,,,
,,,,,,,,,,,,,,,,it caters to all agegroups tastes.,,,,,,,,,
169,Food and Drinks,Spices and Masala,Butter Chicken Gravy Premix,RTC07,https://udyoginimart.com/product-home/butter-chicken-masala,25gm,30,30,0,21,0,30,0,Butter Chicken Masala,Butter Chicken Masala,Butter Chicken Gravy Premix. Immerse yourself in the delectable world of classic Indian cuisine with our Butter Chicken Gravy Premix.,,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
170,Food and Drinks,Spices and Masala,Paneer Makhanwala Gravy Premix,RTC05,https://udyoginimart.com/product-home/paneer-makhanwala,25gm,30,30,0,21,0,30,0,Paneer Makhanwala,Paneer Makhanwala,"Elevate your dining experience with the rich, creamy flavors of traditional Indian cuisine using our Paneer Makhanwala Gravy Premix.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
171,Food and Drinks,Spices and Masala,Sambhar Masala,RTC011,https://udyoginimart.com/product-home/sambhar-masala,50gm,50,50,0,35,0,30,0,Sambhar Masala,Sambhar Masala,Discover the vibrant and hearty flavors of traditional South Indian cuisine with our Sambar Masala.,,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
172,Food and Drinks,Spices and Masala,Goda Masala,RM09,https://udyoginimart.com/product-home/goda-masala,50gm,70,70,0,49,0,30,0,Goda Masala,Goda Masala,"Elevate your culinary repertoire with our Goda Masala, an authentic Maharashtrian spice blend crafted to bring the rich, complex flavors of traditional Indian cuisine to your kitchen.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
173,Food and Drinks,Spices and Masala,Malvani Masala,A14,https://udyoginimart.com/product-home/malvani-masala,25gm,30,30,0,21,0,30,0,Malvani Masala,Malvani Masala,"Elevate your culinary creations with The True Spice’s Malvani Masala, a premium spice blend that captures the vibrant flavors of coastal Maharashtra.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
174,Food and Drinks,Spices and Masala,Ultimate Mix Masala Pack of 5,UMM01,https://udyoginimart.com/product-home/mix-masale-pack-of-5-sambar-masala-goda-masala-kanda-lasun-masala-garam-masala-biryani-masala,Qty,500,350,0,0,0,0,0,All Mix Masala,"Mix masale Pack of 5 - Sambar Masala, Goda Masala, Kanda Lasun Masala, Garam Masala, Biryani Masala","Transform your cooking with Ultimate Mix Masale Pack of 5, Sambar Masala, Goda Masala, Kanda Lasun Masala, Garam Masala, Biryani masala featuring a curated selection of 5 essential spice blends that capture the essence of traditional Indian flavors.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
175,Food and Drinks,Spices and Masala,Angara Chicken Gravy Premix: Bold and Smoky Flavor in Every Bite,ACG01,https://udyoginimart.com/product-home/angara-chicken-masala,Qty,100,50,0,0,0,0,0,Angara Chicken Masala,Angara Chicken Masala,"Elevate your chicken dishes with the rich, bold flavors of our Angara Chicken Gravy Premix.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
176,Home Decor,Candles,Flower Design Candles,AB15,https://udyoginimart.com/product-home/flower-design-candle,Qty,500,199,0,125,0,37.19,60.2,Flower Design Candles,Flower Design Candles,"Transform your space into an enchanting oasis with our exquisite Floating Rose Candles. Crafted to resemble delicate roses, these candles combine beauty and functionality, making them perfect for various occasions.",,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
177,Fashion,Kids,Fancy Frocks for Girls,Aa1,https://udyoginimart.com/product-home/fancy-frocks-for-girl,Qty,500,450,0,0,0,0,0,Fancy Frocks for Girls,Fancy Frocks for Girls,"This charming three-piece ensemble is perfect for your little one! Crafted with care and attention to detail, this set includes a sleeveless dress, bloomers, and a matching hat.",,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
178,Food and Drinks,Juice,Amla Syrup Natural Products,ASN01,https://udyoginimart.com/product-home/amla-syrup-natural-product,Qty,400,200,0,130,0,35,50,Amla Syrup Natural Products,Amla Syrup Natural Products,Amla Syrup Natural. Revitalize your health and embrace a natural wellness solution with our Amla Syrup Natural.,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
179,Food and Drinks,Instant Food,Multi Grains Instant Dosa Pre-Mix,U001,https://udyoginimart.com/product-home/multi-grains-instant-dosa-pre-mix,Qty,80,50,0,0,0,0,0,Multi Grains Instant Dosa Pre-Mix,Multi Grains Instant Dosa Pre-Mix,Multi-Grains Instant Dosa Pre-Mix Transform your kitchen into a culinary haven with our Multi-Grains Instant Dosa Pre-Mix.,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
180,Fashion,Kids,Sky Blue Color Baby Clothes Set,PR02,https://udyoginimart.com/product-home/sky-blue-color-baby-clothes-set,Pieces,600,500,0,370,0,26,28.57,Pink Color Baby Clothes Set,Pink Color Baby Clothes Set,"This charming 4-piece baby clothing set is perfect for keeping your little one cozy and stylish. The set includes a long-sleeved shirt, pants, a hat, and a blanket, all featuring a delightful light blue fabric adorned with colorful prints of birds.",,Twins Creation by Dhanalaxmi MBG,,Dhanalaxmi MBG,satara,Pretam Rajapadhy,9850053403,,y
181,Fashion,Kids,Pink Color Baby Clothes,PR03,https://udyoginimart.com/product-home/pink-color-baby-clothes,Pieces,650,470,0,350,0,25.53,27.69,Pink Color Baby Clothes,Pink Color Baby Clothes,"This charming baby clothing set is perfect for keeping your little one cozy and stylish. The set includes a long-sleeved shirt, a hat, and a blanket, all featuring a delightful light pink fabric adorned with colorful prints of birds.",,Twins Creation by Dhanalaxmi MBG,,Dhanalaxmi MBG,satara,Pretam Rajapadhy,9850053403,,y
182,Fashion,Kids,Cartoon Printed Baby Clothes,,https://udyoginimart.com/product-home/cartoon-printed-baby-clothes-,Qty,500,250,0,0,0,0,0,Cartoon Printed Baby Clothes,Cartoon Printed Baby Clothes,"Material use- Woolen,buttons,ribbon,Threads etc.",,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,n
183,Fashion,Kids,Green Cotton Baby Set,A01,https://udyoginimart.com/product-home/green-cotton--baby-set,Qty,800,400,0,280,0,30,50,Green Cotton Baby Set,Green Cotton Baby Set,"Introducing our cozy and charming Knitted Green & White Striped Baby Dress Set – perfect for keeping your little one warm and stylish! Crafted with love from soft, breathable yarns.",,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
184,Fashion,Kids,Baby Cardigans Set of 4,Ak04,https://udyoginimart.com/product-home/baby-cardigans,Qty,2000,800,0,520,0,35,60,Multi Color Cotton Clothes,Multi Color Cotton Clothes,"Our charming collection of baby cardigans combines comfort, style, and practicality. Whether you’re dressing up your little one for a special occasion or simply keeping them cozy during everyday adventures, these cardigans are a must-have.",,Urja Wasti MBG,,Urrja MBG,Satara,Anita Kashid,8275213227,,y
185,Fashion,Kids,Baby Cardigans Set of 2,Ak03,https://udyoginimart.com/product-home/baby-cardigans-set-of-2,Qty,1000,450,0,260,0,42.22,55,Multi Color Cotton Sweater For 1 Year Baby,Multi Color Cotton Sweater For 1 Year Baby,"Our charming collection of baby cardigans combines comfort, style, and practicality. Whether you’re dressing up your little one for a special occasion or simply keeping them cozy during everyday adventures, these cardigans are a must-have.",,Urja Wasti MBG,,Urrja MBG,Satara,Anita Kashid,8275213227,,y
186,Home Decor,Handmade Items,Swami Vatvruksha,SP08,https://udyoginimart.com/product-home/swami-vatvruksha,Qty,3200,3000,0,1800,0,40,6.25,Natural Tree,Swami Vatvruksha,The “Gurudevdatta Engraved Artificial Tree” is a captivating and symbolic piece of art that seamlessly blends nature and spirituality. ,,Pari Mahila Bachat Gat,,Pari MBG,satara,Asha Pawar,9604244244,,y
187,Home Decor,Handmade Items,Handcrafted Bamboo Woven Basket with Handle,RC04,https://udyoginimart.com/product-home/handcrafted-bamboo-woven-basket-with-handle,Qty,300,150,0,40,0,73.33,50,Handcrafted Bamboo Woven Basket with Handle,Handcrafted Bamboo Woven Basket with Handle,"This beautifully handcrafted woven basket is made from bamboo material, showcasing traditional craftsmanship. The basket features an open-weave design with tighter weaves at the base and around the rim for added strength and durability.",,Shree Vijay Laxmi MBG,,Vijaylaxmi MBG,Nashik,Rekha Alhat,9096950361,,y
188,Pooja Samgri,Pooja Dhoop Agarbatti,"Sandhya Pali, Achaman Pali",SG04,https://udyoginimart.com/product-home/sandhya-pali-achaman-pali,Qty,250,150,0,100,0,33.33,40,Spoon,"Sandhya Pali, Achaman Pali","Introducing the exquisite Sandhya Pali, a handcrafted masterpiece designed to elevate your daily rituals and special occasions.",,Vrundavan MBG,,Vrundavan MBG,Kolhapur,Shilpa Ghorpade,7499521886,,y
189,Home Decor,Candles,Small Wax Candles,WX01,https://udyoginimart.com/product-home/small-waxcandles,Qty,500,149,0,80,0,46.31,70.2,Small-Wax-Candles,Small-Wax-Candles,Our set of six tea light candles can turn any area into a cozy and peaceful retreat. These exquisitely made candles will bring a touch of refinement to any room in your house. They are made for both functional and decorative purposes.,,Panta Samarth Mahila Bachat Gat,,Panta Samarth MBG,Kolhapur,Arati Bhatt,8433004025,,y
190,Daily Household,Blanket,Pink Color quilt,SS3,https://udyoginimart.com/product-home/pink-color-quil,Pieces,1500,1080,0,800,0,25.93,28,Pink Color Mattress,Pink Color Mattress,Pink Color cotton quilt,,Maharshi Valmikrushi MBG,,Maharshi MBG,Dhule,Shobha Thakare,9403726905,,y
191,Food and Drinks,Spices and Masala,RK Mutton Masala,M012,https://udyoginimart.com/product-home/rk-mutton-masala,1Kg,750,750,0,700,0,6.67,0,RK Mutton Masala,RK Mutton Masala,"Mutton Masala - A Robust Blend for Flavorful Dishes. Unlock the rich, aromatic essence of traditional Indian cuisine with our Mutton Masala.",,RK Group,,Aadishri MBG,Shirol,Kavita Kalgutgi,9923950544,,y
192,Food and Drinks,Spices and Masala,RK Tejalal Mirchi Powder,M004,https://udyoginimart.com/product-home/rk-tejalal-mirchi-powder,1Kg,400,400,0,350,0,12.5,0,RK Mirchi Powder,RK Mirchi Powder,"Unleash a burst of heat and flavor with RK-Tejalal’s Mirchi Powder, a premium spice blend that brings the fiery essence of red chilies to your kitchen.",,RK Group,,Aadishri MBG,Shirol,Kavita Kalgutgi,9923950544,,y
193,Food and Drinks,Spices and Masala,RK Kitchen King Masala,M015,https://udyoginimart.com/product-home/rk-kitchen-king-masala,1Kg,500,500,0,450,0,10,0,RK Kitchen King Masala,RK Kitchen King Masala,Discover the secret to irresistible home-cooked meals with our Kitchen King Masala. A robust blend of spices that brings a touch of culinary magic to your kitchen.,,RK Group,,Aadishri MBG,Shirol,Kavita Kalgutgi,9923950544,,y
194,Food and Drinks,Spices and Masala,RK Chilli Mix Masala Powder,M001,https://udyoginimart.com/product-home/rk-chilli-mix-masala-powder,1Kg,550,550,0,500,0,9.09,0,RK Chilli Mix Masala Powder,RK Chilli Mix Masala Powder,Ignite your culinary creations with our Chilli Mix Masala Powder. A vibrant and versatile spice blend designed to add a bold kick and rich depth of flavor to your dishes.,,RK Group,,Aadishri MBG,Shirol,Kavita Kalgutgi,9923950544,,y
195,Food and Drinks,Spices and Masala,RK Black Masala,M003,https://udyoginimart.com/product-home/rk-black-masala,1Kg,550,550,0,500,0,9.09,0,RK Black Masala,RK Black Masala,Unleash the depth and complexity of your cooking with our Black Masala Powder. A unique and flavorful spice blend that brings a distinctive touch to your culinary creations.,,RK Group,,Aadishri MBG,Shirol,Kavita Kalgutgi,9923950544,,y
196,Food and Drinks,Spices and Masala,RK Biryani Masala,M010,https://udyoginimart.com/product-home/rk-biryani-masala,1Kg,1000,1000,0,950,0,5,0,RK Biryani Masala,RK Biryani Masala,Biryani Masala. Elevate your biryani to new heights with our exquisite Biryani Masala.,,RK Group,,Aadishri MBG,Shirol,Kavita Kalgutgi,9923950544,,y
197,Food and Drinks,Spices and Masala,RK Special Jain Masala,M002,https://udyoginimart.com/product-home/rk-special-jain-masala,1Kg,450,400,0,400,0,0,11.11,RK Special Jain Masala,RK Special Jain Masala,Special Jain Masala Powder. Unlock the true essence of traditional Jain cuisine with our Special Jain Masala Powder.,,RK Group,,Aadishri MBG,Shirol,Kavita Kalgutgi,9923950544,,y
198,Food and Drinks,Spices and Masala,Dhalait Parivar Missal Masala,ZD07,https://udyoginimart.com/product-home/dhalait-parivar-missal-masala,1Kg,400,350,0,250,0,28.57,12.5,Dhalait Parivar Missal Masala,Dhalait Parivar Missal Masala,Experience the true essence of traditional Maharashtrian cuisine with Dhalait Parivar’s Misal Masala.,,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
199,Food and Drinks,Spices and Masala,Evergreen Masala Chutney,EMC01,https://udyoginimart.com/product-home/evergreen-masala-chutney-0,Qty,100,50,0,0,0,0,0,Evergreen Masala Chutney,Evergreen Masala Chutney,"Elevate your culinary adventures with Evergreen’s Masala Chutney, a delightful condiment that embodies the vibrant and complex flavors of traditional Indian cuisine.",,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
200,Home Decor,Handmade Items,Hand Made Moti Pot,AP4,https://udyoginimart.com/product-home/hand-made-moti-pot,Qty,400,335,0,250,0,25.37,16.25,Hand Made Moti Pot,Hand Made Moti Pot,"Elevate your spiritual space with the Small Tulasi Vrindavan, a meticulously crafted piece designed to bring tranquility and charm into your home or temple.",,Atharva MBG,,Atharva MBG,Kolhapur,Aruna Patil,9689677563,,y
201,Home Decor,Handmade Items,Red Moti Design,AP5,https://udyoginimart.com/product-home/red-moti-design,Qty,400,320,0,230,0,28.13,20,Red Moti Design,Red Moti Design,"This exquisite decorative pot is meticulously crafted from small beads, resulting in a stunning and unique piece of art. Its three distinct layers showcase a harmonious blend of colors, making it an ideal addition to any home decor collection.",,Atharva MBG,,Atharva MBG,Kolhapur,Aruna Patil,9689677563,,y
202,Bags and Luggage,HandCrafted Bags,Handcrafted Cotton Bag,A04,https://udyoginimart.com/product-home/handcrafted-cotton-bag,Qty,100,80,0,0,0,0,0,Handcrafted Cotton Bag,Handcrafted Cotton Bag Ethnic Floral Batwa Set,The Ethnic Floral Batwa Set is a delightful blend of traditional craftsmanship and contemporary aesthetics. Perfect for those who appreciate unique fashion pieces.,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
203,Fashion,Jewellery,Maharashtrian Style Chinchpeti Set N03,N03,https://udyoginimart.com/product-home/maharashtrian-style-chinchpeti-set,Pieces,235,175,0,80,0,54.29,25.53,Maharashtrian Style Chinchpeti Set,Maharashtrian Style Chinchpeti Set,"This exquisite jewelry set combines elegance with traditional charm, making it perfect for special occasions like weddings or formal events.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,y
204,Fashion,Jewellery,Article No. 002,Na,https://udyoginimart.com/product-home/article-no-002,Qty,200,150,0,0,0,0,0,Article No. 002,Article No. 002,Article No. 002,,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
205,Food and Drinks,Spices and Masala,Dhalait Parivar Turmeric Powder,ZD08,https://udyoginimart.com/product-home/dhalait-parivar-turmeric-powder,1Kg,400,350,0,250,0,28.57,12.5,Dhalait Parivar Turmeric Powder,Dhalait Parivar Turmeric Powder,"Transform your dishes with the vibrant, golden hue and earthy warmth of Dhalait Parivar’s Turmeric Powder.",,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
206,Food and Drinks,Spices and Masala,Dhalait Parivar Chilli Powder,ZD11,https://udyoginimart.com/product-home/dhalait-parivar-chilli-powder,1Kg,400,350,0,260,0,25.71,12.5,Dhalait Parivar Chilli Powder,Dhalait Parivar Chilli Powder,"Elevate your culinary creations with the intense, vibrant heat of Dhalait Parivar’s Chilli Powder.",,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
207,Food and Drinks,Spices and Masala,Egg Curry Masala by Dhalait Parivar: Authentic Spice Blend for Delicious Egg Curry,ZD06,https://udyoginimart.com/product-home/dhalait-parivar-egg-curry-masala,1Kg,400,340,0,240,0,29.41,15,Dhalait Parivar Egg Curry Masala,Dhalait Parivar Egg Curry Masala,Egg Curry Masala by Dhalait Parivar: Authentic Spice Blend for Delicious Egg Curry. Transform your kitchen into a haven of flavor with Dhalait Parivar’s Egg Curry Masala.,,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
208,Food and Drinks,Spices and Masala,Dhalait Parivar Biryani Masala,ZD03,https://udyoginimart.com/product-home/dhalait-parivar-biryani-masala,1Kg,425,375,0,275,0,26.67,11.76,Dhalait Parivar Biryani Masala,Dhalait Parivar Biryani Masala,Biryani Masala – Premium Authentic Spice Blend. Elevate Your Biryani Experience.,,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
209,Food and Drinks,Spices and Masala,Dhalait Parivar Goda Masala,ZD05,https://udyoginimart.com/product-home/dhalait-parivar-goda-masala,1Kg,400,375,0,280,0,25.33,6.25,Dhalait Parivar Goda Masala,Dhalait Parivar Goda Masala,Dhalait Parivar Goda Masala: Traditional Maharashtrian Spice Blend.,,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
210,Food and Drinks,Spices and Masala,Dhalait Parivar Mutton Masala,ZD02,https://udyoginimart.com/product-home/dhalait-parivar-mutton-masala,1Kg,400,350,0,250,0,28.57,12.5,Dhalait Parivar Mutton Masala,Dhalait Parivar Mutton Masala,Dhalait Parivar Mutton Masala - Authentic Flavorful Spice Blend,,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
211,Food and Drinks,Spices and Masala,Dhalait Parivar Tawa Fish Fry Masala,ZD12,https://udyoginimart.com/product-home/dhalait-parivar-tawa-fish-fry-masala,1Kg,400,330,0,240,0,27.27,17.5,Dhalait Parivar Tawa Fish Fry Masala,Dhalait Parivar Tawa Fish Fry Masala,"Elevate your culinary experience with the Tawa Fish Fry Masala from Dhalait Parivar, a premium blend designed to bring an authentic and irresistible flavor to your fish dishes.",,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
212,Food and Drinks,Spices and Masala,Dhalait Parivar Dhaniya Powder,ZD10,https://udyoginimart.com/product-home/dhalait-parivar-dhaniya-powder,1Kg,450,360,0,270,0,25,20,Dhalait Parivar Dhaniya Powder,Dhalait Parivar Dhaniya Powder,"Discover the essence of authentic Indian cooking with Dhalait Parivar’s Dhaniya Powder, a high-quality coriander powder designed to enhance the flavor and aroma of your culinary creations.",,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
213,Food and Drinks,Spices and Masala,Dhalait Parivar Garam Masala,ZD04,https://udyoginimart.com/product-home/dhalait-parivar-garam-masala,1Kg,500,435,0,320,0,26.44,13,Dhalait Parivar Garam Masala,Dhalait Parivar Garam Masala,"Unlock the true essence of Indian cuisine with Dhalait Parivar’s Garam Masala, a meticulously crafted spice blend that brings warmth, complexity, and authenticity to your dishes.",,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
214,Food and Drinks,Spices and Masala,Dhalait Parivar Chicken Masala,ZD01,https://udyoginimart.com/product-home/dhalait-parivar-chicken-masala,1Kg,500,420,0,300,0,28.57,16,Dhalait Parivar Chicken Masala,Dhalait Parivar Chicken Masala,"Transform your chicken dishes into culinary masterpieces with Dhalait Parivar’s Chicken Masala, a premium spice blend crafted to deliver authentic, vibrant flavors with every bite.",,Dhalait Parivar,,Dhanalaxmi MBG,Kolhapur,Zeba Dhalait,9322560369,,y
